spinType,speed,spinAmount,timeSinceRelease,ballPosX,ballPosY,ballVelX,ballVelY,ballAngularVel,distanceToStumps,distanceToPad,hitPad, reachedPad, willHitStumps
1,1.048485,10.000000,0.533596,4.241142,-1.847548,20.816940,-7.823839,-769.640100,3.931559,1.636614,0,0,1
1,1.048485,10.000000,0.600580,5.490158,-2.340523,20.816940,-8.412439,-767.335700,2.595037,0.417943,1,0,1
1,1.048485,10.000000,0.616846,5.906496,-2.512695,20.816940,-8.608640,-766.569100,2.149471,0.371212,1,1,1
0,0.820372,10.000000,0.050257,-6.354455,0.862826,16.106430,-3.520796,789.114500,14.865120,13.177910,0,0,1
0,0.820372,10.000000,0.100597,-5.388070,0.628035,16.106430,-4.109396,786.751800,13.870940,12.184220,0,0,1
0,0.820372,10.000000,0.166727,-4.421685,0.357927,16.106430,-4.697996,784.396100,12.867550,11.180820,0,0,1
0,0.820372,10.000000,0.216803,-3.455300,0.052503,16.106430,-5.286595,782.047600,11.855030,10.167680,0,0,1
0,0.820372,10.000000,0.283682,-2.488915,-0.288236,16.106430,-5.875195,779.706100,10.833790,9.145088,0,0,1
0,0.820372,10.000000,0.350260,-1.522530,-0.664292,16.106430,-6.463795,777.371500,9.804800,8.113917,0,0,1
0,0.820372,10.000000,0.400525,-0.556145,-1.075663,16.106430,-7.052394,775.044000,8.769874,7.076052,0,0,1
0,0.820372,10.000000,0.466620,0.410241,-1.522351,16.106430,-7.640994,772.723400,7.732263,6.035261,0,0,1
0,0.820372,10.000000,0.517076,1.376626,-2.004354,16.106430,-8.229594,770.409900,6.697790,4.999187,0,0,1
0,0.820372,10.000000,0.583708,2.343011,-2.521674,16.106430,-8.818195,768.103100,5.677176,3.984366,0,0,1
0,0.820372,10.000000,0.650511,3.309396,-3.074310,16.106430,-9.406796,765.803200,4.691193,3.030492,0,0,1
0,0.820372,10.000000,0.716945,4.555045,-2.998957,15.297990,5.977077,227.919300,3.444956,1.785228,0,0,1
0,0.820372,10.000000,0.783395,5.472924,-2.663877,15.297990,5.388478,227.236900,2.549332,0.851875,0,0,1
0,0.820372,10.000000,0.833447,6.084843,-2.460110,15.297990,4.996078,226.783100,1.989801,0.366461,1,0,1
0,0.820372,10.000000,0.850419,6.390803,-2.364112,15.297990,4.799878,226.556500,1.730280,0.382243,1,1,1
0,0.772609,10.000000,0.066727,-6.070481,0.768485,15.080460,-3.957501,788.326100,14.566400,12.878970,0,0,0
0,0.772609,10.000000,0.133584,-5.165654,0.507491,15.080460,-4.546101,785.965800,13.624860,11.937270,0,0,0
0,0.772609,10.000000,0.200196,-3.959218,0.104563,15.080460,-5.330900,782.829700,12.355610,10.666890,0,0,0
0,0.772609,10.000000,0.266685,-3.054390,-0.238835,15.080460,-5.919500,780.485800,11.394010,9.703665,0,0,0
0,0.772609,10.000000,0.316845,-2.149563,-0.617549,15.080460,-6.508100,778.148900,10.425440,8.732804,0,0,0
0,0.772609,10.000000,0.383434,-1.244736,-1.031579,15.080460,-7.096699,775.819100,9.451975,7.756608,0,0,0
0,0.772609,10.000000,0.450007,-0.339908,-1.480925,15.080460,-7.685299,773.496200,8.477126,6.779247,0,0,0
0,0.772609,10.000000,0.516298,0.866528,-2.134988,15.080460,-8.470099,770.409900,7.185727,5.488312,0,0,0
0,0.772609,10.000000,0.566902,1.469746,-2.485564,15.080460,-8.862500,768.871200,6.550485,4.858312,0,0,0
0,0.772609,10.000000,0.633054,2.374574,-3.040858,15.080460,-9.451101,766.569100,5.625575,3.958268,0,0,0
0,0.772609,10.000000,0.700218,3.540613,-3.018397,14.268370,6.005877,226.263900,4.459425,2.794679,0,0,0
0,0.772609,10.000000,0.766669,4.396715,-2.681588,14.268370,5.417278,225.586400,3.617326,1.925562,0,0,0
0,0.772609,10.000000,0.816857,5.252818,-2.380095,14.268370,4.828678,224.911000,2.816255,1.127555,0,0,0
0,0.772609,10.000000,0.883385,6.108920,-2.113919,14.268370,4.240078,224.237600,2.088378,0.661152,1,0,0
